'NOEMPLEADO','PATERNO','MATERNO','NOMBRE','SEXO','FECHANACIMIENTO','FECHAINGRESO','TIENDA','COLONIA','FREGISTRO'
1717,'MARTINEZ','DOMINGUEZ','MARINA','F',11/05/73,15/04/00,50,7862,
1718,'SAUCEDA','SOLIS','JAVIER','M',24/04/85,17/09/07,121,8043,
1719,'MORALES','SANCHEZ','MATILDE','F',13/12/81,10/07/00,32,9399,
1720,'NUÑEZ','ALONSO','ALVARO','M',04/03/83,22/01/99,85,7173,
1721,'CONTRERAS','CORDERO','IZAN','M',16/04/65,22/05/07,110,9378,
1722,'DIAZ','LORENZO','OSVALDO','M',23/03/68,24/09/10,141,7160,
1723,'GALLARDO','SANCHEZ','VALENTIN','M',12/02/93,13/11/98,339,7611,
1724,'BRAVO','QUINTERO','TELMO','M',17/04/61,13/04/06,86,9062,
1725,'ZURITA','VEGA','ENARA','F',21/06/93,25/06/10,359,7118,
1726,'ARIAS','SAUCEDA','NAHIA','F',16/02/90,27/11/05,128,9408,
1727,'MONTERO','CERVANTES','ION','M',13/02/76,19/11/02,129,7833,
1728,'CABALLERO','PEREZ','EGOITZ','M',20/07/83,19/07/16,15,9423,
1729,'LEYVA','LINARES','ELIGIO','M',02/09/72,27/10/98,200,9379,
1730,'BAÑALES','DOMINGUEZ','MONICA','F',14/01/67,04/05/04,219,6943,
1731,'BRETADO','MONTERO','SOFIA/SOFÍA','F',29/01/77,22/02/01,215,7827,
1732,'VALVERDE','MORAL','HUGO','M',09/09/82,29/01/06,349,8042,
1733,'LOZANO','COLLINS','GALDER','M',20/11/96,08/07/08,64,7411,
1734,'VANEGAS','SOTO','ESPERANZA','F',16/11/70,21/04/11,371,9015,
1735,'RAMOS','DE LA FUENTE','NORA','F',03/08/63,12/09/03,144,7416,
1736,'CARRASCO','GUIJARDO','DAVID','M',03/05/73,25/12/03,46,7526,
1737,'VELASCO','PONCE','MARIA DEL ROSARIO','F',23/09/73,12/11/03,268,7753,
1738,'AGUILAR','ROMERO','IVONNE','F',29/01/81,17/12/14,374,9347,
1739,'DEL PRADO','PONCE','SERGIO','M',14/08/82,03/12/11,16,8000,
1740,'REDONDO','GALINDO','EUSEBIO','M',10/06/73,20/02/01,388,9755,
1741,'VELAZQUEZ','PIÑEYRO','CONCEPCION','F',02/08/61,04/11/14,234,7825,
1742,'GONZALEZ','PARRA','MOHAMED','M',16/10/77,03/12/11,16,7983,
1743,'DOMINGUEZ','FRANCO','ALEJANDRA','F',11/12/92,26/02/12,307,6946,
1744,'MAYAGOITIA','BLANCO','ISABEL','M',01/01/69,09/04/01,229,9023,
1745,'MONTERO','CAMACHO','SERGIO','M',16/04/69,18/01/01,323,7763,
1746,'MARTIN','NAVARRETE','DELIA','F',23/04/92,08/05/12,312,9748,
1747,'ESPINOSA','CORDERO','CARMEN','F',29/12/94,29/09/05,184,9055,
1748,'OLMOS','ARIAS','PAULA','F',14/10/71,10/05/01,222,9379,
1749,'DE LA FUENTE','JIMENEZ','ABELARDO','M',23/08/88,07/01/14,259,9755,
1750,'MOYA','RODRIGUEZ','ARIANE','F',14/05/86,08/07/02,152,7834,
1751,'MARCOS','NAVARRO','DANIEL','M',12/06/71,03/12/11,16,7140,
1752,'VIDAL','LORENZO','ROBERTO','M',12/02/81,30/04/18,143,9023,
1753,'GURROLA','CASTRO','AURELIANO','M',12/02/69,09/12/04,284,7388,
1754,'YESCAS','CALVO','ORLANDO','M',25/02/85,08/04/02,9,7746,
1755,'VEGA','ESPINOZA','IZAN','M',19/03/87,10/08/12,24,9707,
1756,'MALO','HIDALGO','MARIA DE LOURDES','F',15/03/79,21/11/06,182,8025,
1757,'COTA','CALVO','DIEGO','M',10/08/86,06/10/03,298,7331,
1758,'PARGA','BUENO','PABLO','M',10/06/69,16/10/97,308,7841,
1759,'ULLOA','ARRATIA','FRANCISCO','M',08/06/75,26/07/17,330,7842,
1760,'HIDALGO','VARELA','CELIA','F',01/09/82,13/11/03,299,9374,
1761,'CRUZ','NEDER','JAVIER','M',01/05/97,22/05/05,232,7341,
1762,'CABALLERO','GAMIZ','REBECA','F',22/06/88,28/12/07,74,7863,
1763,'CABALLERO','VARELA','DANIELA','F',09/06/94,25/12/16,73,9744,
1764,'COBO','CORDERO','MANEX','M',23/02/98,21/08/01,10,9032,
1765,'OLMOS','ALMEIDA','ENRIQUE','M',26/11/67,11/02/01,97,7361,
3353,'SANTILLAN','HERNANDEZ','ELIAS','M',17/04/76,25/07/95,494,130284,29/03/17
3354,'PEREZ','GARRIDO','FABIOLA','F',02/09/93,13/02/12,36,67274,29/03/17
3355,'SANTILLAN','MARRERO','ADAM','M',22/09/81,04/12/99,170,6402,29/03/17
3356,'DOMINGUEZ','MARQUEZ','GABRIELA','F',04/01/83,29/04/01,10,29658,29/03/17
3357,'PEYRO','ESTEBAN','ALONSO','M',16/09/77,12/11/96,402,125289,29/03/17
3358,'AGUILAR','SANTIAGO','ELENA','F',16/09/73,29/12/91,405,136677,29/03/17
3359,'CARRASCO','NEDER','FIDEL','M',13/08/75,24/10/94,400,149459,29/03/17
1775,'RODRIGUEZ','MARIN','IZAR','F',12/06/62,25/05/05,45,7624,
1776,'DEL PALACIO','VEGA','MAREN','F',19/01/86,03/11/97,201,7818,
1777,'ALMEIDA','CRESPO','VIRGILIO','M',08/06/77,26/02/12,307,7986,
1778,'PIZARRO','FERNANDEZ','FRANCISCO JOSE','M',19/09/97,28/12/07,74,7142,
1779,'ALDAY','ARIAS','YERAY','M',08/07/69,18/01/13,81,7529,
1780,'ORTEGA','GOMEZ','ANA','F',26/08/60,11/04/05,88,9728,
1781,'MATAMOROS','FUERTES','RUBEN','M',02/11/63,26/02/10,290,9368,
1782,'OCAÑA','CABALLERO','SONIA','F',06/06/81,04/02/13,314,7391,
1783,'GONZALEZ','MACIAS','PETRA','F',17/09/87,13/07/12,382,7364,
1784,'GUIJARDO','MORALES','YAZMIN','F',29/03/87,11/07/07,27,7378,
1785,'HIDALGO','VELAZQUEZ','EMILIANO','M',03/03/82,08/06/16,304,8034,
1786,'ESPINOSA','MARRUFO','BENJAMIN','M',25/06/63,23/11/08,102,9395,
1787,'COBO','SUAREZ','MARTIN','M',02/08/79,26/10/01,264,9057,
1788,'DIEZ','SANCHEZ','ELVIRA','F',26/07/88,25/06/10,359,9069,
1789,'BORJA','PEREZ','AITOR','M',19/06/61,28/08/16,372,7623,
1790,'DIEZ','FERNANDEZ','ARITZ','M',15/10/96,09/08/08,293,6948,
1791,'ULLOA','RODRIGUEZ','MIREN','F',19/08/78,28/01/13,49,7752,
1792,'ALANIS','JIMENEZ','JULIO','M',13/07/69,19/04/18,319,7150,
1793,'GUERRERO','PALACIO','IVETTE','F',10/05/65,13/07/03,158,7551,
1794,'MORAN','SOLER','MARIA DE LOS ANGELES','F',11/07/95,17/12/16,163,7766,
1795,'NEGRETE','JUAREZ','AIMAR','M',30/05/71,29/05/07,166,8044,
1796,'MOYA','MORAL','JOSE CARLOS','M',29/08/88,12/09/03,144,7834,
1797,'SANTOS','ABASOLO','JOKIN','M',13/03/62,27/03/15,391,7975,
1798,'CASIO','MARTIN','MIREN','F',24/10/68,07/09/16,56,7113,
1799,'JUAREZ','ALVAREZ','CARLOS','M',21/05/93,26/07/17,330,7610,
1800,'VALDEZ','GIL','MARISOL','F',17/04/65,29/08/00,315,9360,
1801,'MARTIN','VENTURA','NOEMI','F',13/08/78,12/04/02,103,7131,
1802,'ZURITA','DE OCA','ISMAEL','M',20/03/69,17/03/16,306,7795,
1803,'CARMONA','NUÑEZ','BRENDA','F',11/11/80,17/09/05,162,9404,
1804,'DOMINGUEZ','GALLARDO','GUADALUPE','M',10/09/78,09/12/07,321,7605,
1805,'VALDEZ','VELASCO','LUCÍA','F',19/10/64,22/12/04,116,9712,
1806,'SANTIAGO','DURAN','VICTOR','M',24/02/72,13/12/00,159,7133,
1807,'BENITEZ','CARMONA','JOSE MARIA','M',03/04/63,11/04/05,88,9048,
1808,'VAZQUEZ','GOMEZ','EDUARDO','M',19/03/66,20/11/98,283,8006,
1809,'DE LA FUENTE','JIMENEZ','MARCELO','M',23/07/66,30/11/07,115,9410,
1810,'CORDERO','OLVERA','MARC','M',14/08/61,20/04/99,385,7109,
1811,'ROMERO','CONTRERAS','XABIER','M',01/07/63,09/10/14,287,6942,
1812,'DELGADO','SUAREZ','LUKEN','M',09/07/74,11/07/07,27,7392,
1813,'DIAZ','AGUILAR','JOEL','M',23/04/70,18/01/13,81,9711,
1814,'ROMERO','VEGA','SANTIAGO','M',18/11/72,26/10/14,361,7395,
1815,'BARROSO','DEL BOSQUE','JOAN','M',22/04/82,03/10/16,106,9423,
1816,'BARROSO','SOLIS','OSWALDO','M',29/08/96,27/11/00,216,9040,
1817,'SANCHEZ','PARRA','MAREN','F',10/11/95,12/04/02,103,7563,
1818,'LOPEZ','MORAL','CARLOS','M',23/09/72,11/07/07,27,7611,
1819,'SUAREZ','MENDEZ','MARGARITA','F',17/04/96,04/02/13,314,7803,
1820,'VANEGAS','CASIO','JOSE ANGEL','M',28/07/68,08/04/02,9,7861,
1821,'GIMENEZ','MORAL','LAIA','F',15/02/80,10/06/13,261,7601,
1822,'HERRERA','DIAZ','AIDE','F',09/04/63,14/10/10,156,7159,
1823,'FLORES','IZA','MARCELINO','M',06/08/88,21/10/12,344,9354,
1824,'FUENTES','ALONSO','VIRIDIANA','F',13/06/91,05/02/99,352,7400,
1825,'LOPEZ','CRESPO','YOLANDA','F',22/02/97,26/08/18,98,7776,
1826,'MORALES','NAVARRO','CONCEPCION','M',10/09/90,22/12/99,79,7529,
1827,'MACIAS','ALVAREZ','PATRICIA','F',11/03/80,30/03/05,348,7400,
1828,'ORTIZ','ALONSO','LILIA','F',04/10/84,10/01/06,126,9378,
1829,'MARQUEZ','PASCUAL','BENJAMIN','M',18/06/86,09/09/01,187,9410,
1830,'ESPINOSA','VEGA','YESENIA','F',24/07/65,14/03/02,68,8004,
1831,'ROJAS','RUIZ','JAVIER','M',17/02/70,19/07/14,38,7526,
1832,'PASCUAL','JIMENEZ','MIGUEL','M',04/03/87,27/02/09,227,9021,
1833,'PASTOR','PALACIO','HOMERO','M',03/03/89,02/10/17,150,8029,
1834,'HERRERA','ALMADA','IVÁN','M',08/06/64,29/06/13,91,7396,
1835,'PEREZ','COBO','MARTIN','M',07/09/67,08/08/07,289,7333,
1836,'HIGUERA','MENDEZ','AMELIA','F',09/02/88,03/03/99,132,7845,
1837,'DIEZ','PRIETO','LARA','F',10/10/63,18/11/00,135,9724,
1838,'FUENTES','MORALES','ADELA','F',13/02/81,07/07/09,276,6957,
1839,'HERRERO','MIRELES','AURELIANO','M',10/07/67,21/08/13,137,7526,
1840,'FUENTES','VILALNUEVA','JAIME','M',03/05/98,26/02/10,290,7615,
1841,'DE LA FUENTE','SOLANO','EDITH','F',16/11/97,28/01/13,49,7748,
1842,'MIRELES','LORENZO','JOSE LUIS','M',12/06/78,10/10/06,394,9376,
1843,'MACIAS','HIDALGO','ORALIA','F',21/07/64,30/03/05,348,9046,
1844,'RAMOS','SANTOS','ELISEO','M',02/07/83,27/04/09,35,7416,
1845,'LLAMAZARES','DOMINGUEZ','SILVIA','F',23/02/79,17/10/14,350,7173,
1846,'MORALES','UBILLOS','OLGA','F',24/05/98,09/02/18,206,7604,
1847,'MARIN','ORTIZ','LOURDES','F',20/05/77,17/12/05,237,7587,
1848,'MORAN','GARCIA','FRANCISCO JOSE','M',08/08/86,08/05/05,203,7991,
1849,'ALVAREZ','ROMAN','KAREN','F',05/02/70,25/09/17,65,7343,
1850,'SANCHEZ','BRETADO','MARISOL','F',14/09/97,01/10/05,266,7167,
1851,'CASTILLA','DE LA GARZA','HERMELINDA','F',13/01/68,28/07/16,320,7200,
1852,'LEDEZMA','MARTIN','EKAITZ','M',25/05/81,22/02/01,215,7592,
1853,'GOMEZ','ESTUDILLO','PABLO','M',03/04/84,19/11/11,34,6950,
1854,'LOPEZ','GUTIERREZ','TOMAS','M',08/10/66,28/02/03,386,7851,
1855,'RUIZ','NUÑEZ','CANDELARIO','M',19/05/88,12/05/13,29,9697,
1856,'ESPINOSA','VALDEZ','JULIETA','F',28/10/72,16/01/17,147,7750,
1857,'SUAREZ','DURAN','EMMA','F',17/09/61,13/07/03,158,9739,
1858,'MELGAR','PIÑEYRO','IXONE','F',24/03/93,09/04/01,229,7779,
1859,'CAMACHO','BUENO','EKHI','M',02/12/84,09/09/01,187,7766,
1860,'SORIANAO','ALLER','MARIBEL','F',10/10/92,19/07/03,242,7839,
1861,'CAMPOS','MELGAR','CONCEPCION','M',23/02/88,20/02/01,388,7812,
1862,'MATAMOROS','NUÑEZ','ANTONIETA','F',19/10/68,27/09/12,375,7342,
1863,'JIMENEZ','DOMINGUEZ','ANNE','F',15/05/73,26/07/18,101,7763,
1864,'MORA','LOPEZ','NAHIA','F',13/02/97,03/12/09,94,7579,
1865,'LORENZO','RUIZ','ESAU','M',15/08/73,28/01/13,49,7353,
1866,'BRETADO','GUERRERO','MARTA','F',25/05/93,01/07/08,25,7817,
1867,'SORIANAO','ALVAREZ','MARIA DEL REFUGIO','F',01/04/68,24/08/10,148,7385,
1868,'SOLIS','RAMOS','BLANCA','F',22/08/65,03/10/16,106,7560,
1869,'FLORES','ALONSO','HAIZENE','F',13/05/66,24/01/17,247,6961,
1870,'DIAZ','GURROLA','JULIAN','M',29/11/72,13/08/09,12,9709,
1871,'DOMINGUEZ','SAUCEDO','ADAM','M',13/04/69,19/07/03,242,7767,
1872,'ALDRETE','PADILLA','DANIEL','M',23/03/75,18/11/99,246,7330,
1873,'MARRUFO','PELUFO','LORENA','F',27/01/69,19/11/11,34,7570,
1874,'DOMINGUEZ','IZA','MARIBEL','F',13/03/60,22/05/05,232,9422,
1875,'GOMEZ','ALVAREZ','NADIA','F',21/09/84,28/08/16,372,9756,
1876,'SUAREZ','GURROLA','ELIAS','M',27/06/62,17/04/98,364,9423,
1877,'PIZARRO','SARIÑANA','LUCIO','M',27/06/64,18/01/17,369,7140,
1878,'SUAREZ','NEGRETE','ELENE','F',30/08/67,24/01/17,247,7803,
1879,'BUENO','DOMINGUEZ','CONCEPCION','F',10/11/86,25/09/17,65,7756,
1880,'FUENTES','DIEZ','MARTA','F',03/02/63,20/08/98,358,7741,
1881,'BUENO','GIMENEZ','ARKAITZ','M',21/01/96,04/11/14,234,9394,
1882,'ALMADA','RUIZ','JARE','F',10/02/81,21/11/06,182,8042,
1883,'ALLER','JUAREZ','SAMUEL','M',03/02/85,17/09/07,121,7862,
1884,'PASCUAL','ZURITA','LUCIO','M',19/10/78,18/05/13,296,9418,
1885,'CABRERA','ASTORGA','HILARIO','M',09/09/77,11/07/07,27,7620,
1886,'BAÑALES','MARO','GERARDO','M',21/06/90,16/02/16,286,9394,
1887,'NEDER','MORAN','CRISTIAN','M',06/11/69,07/05/18,245,9394,
1888,'VERDIRAMEN','VELAZQUEZ','JOSEP','M',11/08/79,06/04/15,302,7552,
1889,'COSIO','RAMOS','ISMAEL','M',24/03/98,26/01/04,351,7796,
1890,'FERRERO','CONTRERAS','GALDER','M',16/03/73,23/08/01,329,7745,
1891,'MOYA','HIDALGO','RAFAEL','M',27/10/73,07/09/06,122,9706,
1892,'FUENTES','SOTO','ALEJANDRO','M',23/04/97,08/08/16,59,9696,
2019,'SAUCEDA','MARTIN','NICOLÁS','M',06/06/62,24/03/09,174,7150,
2020,'CARMONA','ALMADA','ALAIA','F',11/04/90,22/10/98,36,7179,
2021,'FERRER','RAMOS','JOSE ANGEL','M',01/12/96,09/10/14,287,7325,
2022,'MORAN','NEDER','MOISES','M',02/09/69,13/04/06,86,7580,
2023,'SOTO','VALDEZ','ANTONIO','M',27/09/67,12/02/03,180,7185,
2024,'URBINA','GURROLA','LUIS','M',11/07/87,26/08/18,98,9028,
2025,'DOMINGUEZ','CARRASCO','ARMANDO','M',30/03/82,26/07/17,330,8000,
2026,'RAMOS','DOMINGUEZ','REBECA','F',08/01/62,01/02/06,395,7110,
2027,'CANO','SUAREZ','ALVARO','M',20/09/90,26/07/10,100,9337,
2028,'CANO','NUÑEZ','RAFAEL','M',08/05/69,07/03/14,277,9744,
2029,'GUTIERREZ','GALLEGO','MARTHA','F',04/10/70,18/12/00,153,7130,
2030,'ROMAN','DOMINGUEZ','CELIA','F',22/02/83,26/06/10,390,7777,
2031,'REYES','AGUILAR','ISMAEL','M',28/08/71,09/12/04,284,8008,
2032,'VENTURA','LOPEZ','DENISSE','F',02/07/82,27/02/04,281,9399,
2033,'CABALLERO','CORAL','AITANA','F',22/09/79,27/11/05,128,7619,
2034,'VELAZQUEZ','OCAÑA','ANGELICA','F',23/11/90,30/04/18,143,7555,
2035,'SAEZ','FLORES','VICTOR MANUEL','M',28/03/97,22/11/08,213,7778,
2036,'VALDERRAMA','CASTRO','BLANCA','F',18/10/79,11/01/16,69,7780,
2037,'QUINTERO','DIEZ','SALVADOR','M',30/05/76,23/08/11,8,7825,
2038,'ALDRETE','MUÑOZ','ELIGIO','M',07/09/77,06/09/08,273,9733,
2039,'CONTRERAS','SANCHEZ','JUDITH','F',11/08/83,25/12/97,341,7377,
2040,'FUENTES','CABALLERO','ALEJANDRO','M',25/01/64,10/04/06,83,9421,
2041,'SOLIS','ALVAREZ','GRACIELA','F',29/08/64,26/04/04,322,6955,
2042,'MOYA','MARQUEZ','MOISES','M',26/09/76,28/02/03,386,9041,
2043,'CRESPO','VAZQUEZ','DOLORES','F',28/01/76,11/03/18,241,8021,
2044,'BARROSO','JIMENEZ','EUSEBIO','M',16/09/87,03/07/18,175,9033,
2045,'RAMIREZ','DEL PALACIO','IGOR','M',25/10/84,13/04/16,249,9401,
2046,'ESPINOZA','VANEGAS','GORKA','M',29/08/68,13/04/16,249,7148,
2047,'MORAN','MONTES','LAIA','F',16/08/95,29/11/05,47,7144,
2048,'NAVARRO','SANCHEZ','IRENE','F',23/07/68,18/12/00,153,9035,
2049,'BOLAÑOS','VENTURA','JESUS','M',21/10/92,26/10/01,264,7385,
2050,'CRUZ','HERRERO','ALEX','M',06/10/64,05/04/03,383,8034,
2051,'SANTOS','MARISCAL','BERNABE','M',19/10/78,08/07/02,152,9381,
2052,'GURROLA','PADILLA','RUBEN','M',30/09/74,23/04/14,340,7151,
2053,'DOMINGUEZ','COTA','RAYMUNDO','M',23/06/63,05/10/02,134,6957,
2054,'ORTIZ','ALDAMA','TOMAS','M',04/09/86,27/04/09,35,7840,
2055,'SIFUENTES','SAEZ','MARIA DEL REFUGIO','F',13/05/64,14/02/16,326,7816,
2056,'IBAÑEZ','ROJAS','JESUS','M',04/04/65,01/04/16,381,7842,
2057,'URIARTE','SOLER','RAFAEL','M',29/04/73,16/01/17,147,7157,
2058,'ALDRETE','JUAREZ','FATIMA','F',24/06/67,11/01/16,69,7403,
2059,'IBAÑEZ','ALAMEDA','LIDIA','F',14/07/69,21/10/17,22,7401,
2060,'CASTRO','BARROSO','FLORENCIO','M',01/06/80,12/02/03,180,9019,
2061,'ALLER','GUERRERO','RAUL','M',25/08/84,26/01/07,62,7528,
2062,'DEL PALACIO','ROMAN','ROBERTO','M',04/04/62,10/10/02,368,7377,
2063,'FERNANDEZ','BERUMEN','NOE','M',19/02/66,14/09/10,165,7414,
2064,'ARRATIA','OLMOS','HECTOR','M',22/02/92,15/08/07,31,7182,
2065,'AGUILAR','RODRIGUEZ','FRANCISCO JAVIER','M',18/11/67,09/11/06,269,7185,
2066,'SANTIAGO','REYES','AINHOA','F',27/08/86,09/12/04,284,8008,
2067,'CARRASCO','MARRERO','HECTOR','M',06/12/90,14/08/18,157,7982,
2068,'ROBLES','ROMERO','GERMAN','M',06/08/72,24/03/09,174,9339,
2069,'FUENTES','CONTRERAS','ENEDINA','F',17/06/76,17/09/07,121,7807,
2070,'HERNANDEZ','PEREZ','BERNARDO','M',03/06/73,09/12/03,123,7394,
2071,'PEYRO','JIMENEZ','EMILIO','M',19/10/84,25/12/97,341,7384,
2072,'VARGAS','GUIJARDO','ISELA','F',04/05/85,07/05/18,245,7415,
2073,'MARO','SOLANO','AIDE','F',29/03/84,07/03/17,342,7548,
2074,'BORJA','NEGRETE','MAIA','F',10/11/96,20/03/00,177,7349,
2075,'CAMPOS','ORTA','DANIEL','M',13/04/91,05/04/03,383,9763,
2076,'REYES','JIMENEZ','MARIA DE JESUS','F',12/02/62,19/11/11,34,7156,
2077,'ALMADA','DE LA FUENTE','HECTOR','M',12/01/88,20/02/07,207,7330,
2078,'PEREZ','VELARDE','PABLO','M',17/11/98,03/12/09,94,7819,
2079,'CARRILLO','PIÑERA','ALVARO','M',04/08/70,26/10/01,264,7562,
2080,'GONZALEZ','GARCIA','GILDARDO','M',07/04/71,12/08/03,99,7599,
2081,'LORENZO','YESCAS','MIREN','F',14/10/86,29/06/13,91,9758,
2082,'MORALES','BENITEZ','CARLOS','M',04/12/91,09/09/01,187,7595,
2083,'MORA','FERNANDEZ','SOCORRO','F',14/10/80,27/08/11,178,7605,
2084,'BUENO','ALARCON','ILIANA','F',22/10/61,22/03/02,130,7591,
2085,'RUIZ','LECHUGA','ABRAHAM','M',03/08/83,26/01/04,351,9385,
2086,'LECHUGA','HIDALGO','EFRAIN','M',21/07/69,03/02/01,356,9366,
2087,'ROBLES','PELUFO','CESAR','M',02/07/97,17/07/07,363,9750,
2088,'CORAL','ALDRETE','TOMAS','M',28/03/84,30/11/02,380,7616,
2089,'GAMIZ','ROMAN','ROLANDO','M',12/11/86,01/03/99,370,7332,
2090,'DEL TORO','ROMERO','ABELARDO','M',16/06/78,18/05/13,296,7148,
2091,'CORDERO','LOPEZ','PAULA','F',21/05/76,22/01/09,387,7832,
2092,'NAVARRO','MARTIN','LEIRE','F',23/01/83,23/02/17,4,9713,
2093,'MALO','GUTIERREZ','ARACELI','F',21/09/81,27/08/11,178,7391,
2094,'GUIJARDO','PIÑEYRO','EKHI','M',05/05/85,26/01/05,239,7404,
2095,'ALDAY','REYES','ENERITZ','F',07/09/74,29/08/00,379,7162,
2096,'PRIETO','VENTURA','JON','M',18/09/69,23/08/06,253,7577,
2097,'NEVAREZ','ALMADA','SOLEDAD','F',24/08/88,20/08/13,60,9741,
2098,'LOPEZ','MELGAR','MIGUEL','M',16/12/62,11/01/02,354,6965,
2099,'GALINDO','ROJAS','MARIA DE JESUS','F',19/08/87,26/07/10,100,7807,
2100,'BARROSO','GARCIA','CLEMENTE','M',15/11/71,13/12/00,159,9411,
2101,'MIRELES','IGLESIAS','SONIA','F',21/07/66,17/03/18,185,7177,
2102,'SANTOS','ESPINOSA','DANIELA','F',10/10/86,29/02/16,192,9756,
2103,'PARRA','IZA','GORKA','M',02/10/70,21/09/05,131,8013,
2104,'RUBIO','HIDALGO','BERNARDINO','M',18/11/60,26/03/13,343,9422,
2105,'GIL','VARGAS','EDITH','F',10/06/78,27/08/11,252,7624,
2106,'SANTIAGO','CABRERA','ENAITZ','M',27/09/71,09/09/13,71,7372,
2107,'GONZALEZ','RUIZ','HECTOR','M',14/02/69,14/05/03,112,9759,
2108,'DIEZ','BORJA','GUILLERMINA','F',06/03/95,20/08/13,60,9738,
2109,'GAMIZ','BORJA','CLAUDIO','M',03/11/93,29/08/00,315,7558,
2110,'MARRERO','CORDERO','CRISTIAN','M',14/06/94,08/04/06,111,7996,
2111,'SANCHEZ','ARRATIA','NAHIA','F',03/02/84,30/11/02,380,7750,
2112,'BARROSO','CORDERO','ERIC','M',24/05/73,10/07/17,19,8037,
2113,'GOMEZ','GIMENEZ','EKAIN','M',26/01/81,13/07/12,382,7567,
2114,'RODRIGUEZ','MARRUFO','RAYAN','M',18/08/70,22/01/99,85,7117,
2115,'VELAZQUEZ','COTA','CLAUDIA','F',14/04/87,26/01/05,239,7346,
2116,'LLAMAZARES','HERREDA','LAIA','F',29/09/74,21/06/10,214,7389,
2117,'BENITEZ','ALDAMA','LUCIA','F',21/03/72,17/06/04,233,7543,
2118,'FERRERO','VEGA','JULIA','F',21/08/77,09/10/14,287,9367,
2119,'LLAMAZARES','MACIAS','ARMANDO','M',05/07/65,18/05/17,334,9720,
2120,'ORTEGA','FRANCO','ELSA','F',20/06/98,10/07/17,19,9385,
2121,'DELGADO','FUENTES','GORKA','M',28/11/71,30/08/98,146,7165,
2122,'VENTURA','VARGAS','JUAN ANTONIO','M',28/11/94,10/07/01,87,7363,
2123,'DIAZ','PIÑA','TANIA','F',27/06/94,17/03/98,355,8048,
2124,'RAMOS','CAMACHO','FEDERICO','M',10/04/76,01/02/15,244,7415,
2125,'SANTANA','FERRERO','DAVID','M',15/08/92,01/02/15,244,8025,
2126,'SANCHEZ','GURROLA','ARMANDO','M',23/09/75,08/03/98,95,7599,
2127,'SAENZ','OCAÑA','GERMAN','M',17/10/65,08/07/08,64,9047,
2128,'MORAL','VENTURA','SAMUEL','M',28/04/83,28/01/16,362,9422,
2129,'BERUMEN','DIAZ','CELIA','F',04/03/86,03/06/01,230,7125,
2130,'CALVO','LOPEZ','SONIA','F',02/02/98,08/05/05,203,9052,
2131,'LOPEZ','DOMINGUEZ','AIDA','F',27/03/81,27/03/13,294,9747,
2132,'ROJAS','HERREDA','JOSE DE JESUS','M',26/05/96,23/12/98,208,9359,
2133,'NUÑEZ','DELGADO','MARIELA','F',10/04/98,03/12/09,260,7327,
2134,'VELARDE','RAMOS','FERMIN','M',29/01/75,06/10/10,263,7799,
2135,'PRIETO','LUGO','RAUL','M',11/02/62,10/06/13,261,9343,
2136,'MORA','GONZALEZ','RICARDO','M',10/03/67,20/11/98,283,7985,
2137,'BRAVO','IGLESIAS','NOHEMI','F',03/03/75,06/01/05,118,7132,
2138,'BLANCO','QUINTERO','SIMON','M',22/08/90,14/06/10,142,9058,
2139,'IBAÑEZ','GOMEZ','JOSE MARIA','M',05/02/95,01/05/11,243,9418,
2140,'DE LA FUENTE','GARCIA','LIZBETH','F',04/07/76,28/01/13,49,7137,
2141,'DEL PALACIO','MORA','IBON','M',21/06/67,07/07/09,276,7134,
2142,'CARRILLO','GOMEZ','GABRIEL','M',19/02/79,15/02/11,161,7769,
2143,'RAMIREZ','PASCUAL','ANABEL','F',06/06/62,22/05/99,220,6959,
2144,'SOLER','DE LA GARZA','ALEJANDRO','M',21/10/81,27/07/08,6,7398,
2145,'ALVAREZ','PEREZ','MARIA/MARÍA','F',10/03/93,25/09/17,65,7861,
2146,'CABRERA','BUENO','AGUSTIN','M',17/09/65,09/11/16,250,7325,
2147,'BARROSO','NEGRETE','JUSTINO','M',19/05/95,06/09/99,43,7783,
2148,'IBAÑEZ','ROMERO','FELIPE DE JESUS','M',01/07/83,10/01/06,126,7840,
2149,'ALARCON','COLLINS','MAITANE','F',15/08/83,01/02/06,395,7829,
2150,'ALVAREZ','SAUCEDO','ANDER','M',08/04/98,08/01/09,28,7779,
2151,'LOZANO','FUERTES','AURELIA','F',25/07/62,30/03/05,348,7834,
2152,'CERVANTES','VIDAL','PAULINA','F',17/05/84,12/02/03,180,7859,
2153,'DOMINGUEZ','SANTANA','AITOR','M',08/07/68,25/12/03,46,8036,
2154,'ALVAREZ','SANCHEZ','JOSEP','M',17/08/61,14/06/10,142,7574,
2155,'CARRASCO','ORTA','YANET','F',27/04/71,08/10/01,171,7800,
2156,'REYES','QUINTERO','PABLO','M',13/04/76,08/01/04,119,8011,
2157,'GALLARDO','GONZALEZ','EMMANUEL','M',29/08/67,23/08/11,8,7814,
2158,'RAMOS','ABASOLO','DAVID','M',27/02/89,01/03/13,301,7128,
2159,'MACIAS','PONCE','SANDRA','F',04/08/97,27/02/09,227,9057,
2160,'JIMENEZ','ANDRADE','APOLINAR','M',12/05/63,17/04/98,364,7808,
2161,'CASTRO','ALDAMA','BERENICE','F',10/06/85,16/08/09,93,9747,
